Hospital ID,Hospital,Year,Salaries,Employee Benefits,Salaries & Benefits,Supplies,Insurance,Professional Fees,Total Operating Expense,Total Operating Revenue,Net Patient Revenue,Other Operating Revenue,Operating Income,Net Income,Salaries & Benefits %,Insurance %,Supplies %,Professional Fees %,Salary YoY Growth,Insurance YoY Growth,Revenue YoY Growth
106190547,MONTEREY PARK HOSPITAL,2021,23426540,9377542,32804082,7507594,1083750,1051153,86610309,93732521,93542732,189789,7122212,11647778,37.88,1.25,8.67,1.21,-11.18,34.78,-3.04
106190547,MONTEREY PARK HOSPITAL,2022,25577388,6655238,32232626,7345083,1218462,1986567,87648366,101702929,101548065,154864,14054563,14211996,36.77,1.39,8.38,2.27,-1.74,12.43,8.5
106190547,MONTEREY PARK HOSPITAL,2023,27128676,8118084,35246760,6601301,1243679,1196909,95270828,102262111,101727980,534131,6991283,8219770,37.0,1.31,6.93,1.26,9.35,2.07,0.55
106190547,MONTEREY PARK HOSPITAL,2024,28314143,8746816,37060959,7095817,997366,132065,111711913,115694620,115279720,414900,3982707,6112643,33.18,0.89,6.35,0.12,5.15,-19.81,13.14
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,2020,25475124,11438081,36913205,2982307,0,5056453,62351004,23224735,23212083,12652,-39126269,-17241414,59.2,0.0,4.78,8.11,,,
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,2021,26365377,11203104,37568481,2231674,1846,5944294,58406967,27636597,27621350,15247,-30770370,4366699,64.32,0.0,3.82,10.18,1.78,,19.0
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,2022,28576657,10551306,39127963,2007064,28131,4683285,59253512,29703183,29683937,19246,-29550329,-782965,66.03,0.05,3.39,7.9,4.15,1423.89,7.48
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,2023,30080463,12210635,42291098,1978629,23844,4035296,69616164,32047907,32015139,32768,-37568257,19172661,60.75,0.03,2.84,5.8,8.08,-15.24,7.89
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,2024,30837380,13370279,44207659,2124493,4943,4751666,66459821,33389013,33367302,21711,-33070808,8123869,66.52,0.01,3.2,7.15,4.53,-79.27,4.18
106190555,CEDARS-SINAI MEDICAL CENTER,2020,1168383137,560978178,1729361315,481288628,15418627,77818781,3243006096,3508257490,3134507419,373750071,265251394,455456942,53.33,0.48,14.84,2.4,,,
106190555,CEDARS-SINAI MEDICAL CENTER,2021,1275219104,612054149,1887273253,562284038,15180279,101874727,3583749528,4001325675,3589389064,411936611,417576147,927619378,52.66,0.42,15.69,2.84,9.13,-1.55,14.05
106190555,CEDARS-SINAI MEDICAL CENTER,2022,1340362326,625948195,1966310521,610874713,13604720,193031961,3923059155,4206959314,3751429045,455530269,283900159,86037784,50.12,0.35,15.57,4.92,4.19,-10.38,5.14
106190555,CEDARS-SINAI MEDICAL CENTER,2023,1449718909,696767255,2146486164,645676970,14149867,167531355,4121367691,4486349757,3964055472,522294285,364982066,570706272,52.08,0.34,15.67,4.06,9.16,4.01,6.64
106190555,CEDARS-SINAI MEDICAL CENTER,2024,1543303073,745720565,2289023638,711840083,50983308,88558884,4307171874,4842316113,4386711562,455604551,535144239,1026972846,53.14,1.18,16.53,2.06,6.64,260.31,7.93
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,2020,135492851,73362529,208855380,48332811,3105282,12911597,427667373,409186492,394712751,14473741,-18480881,54193918,48.84,0.73,11.3,3.02,,,
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,2021,146865766,81668989,228534755,51588351,4849052,14149800,453697426,474099396,425473046,48626350,20401970,24365652,50.37,1.07,11.37,3.12,9.42,56.15,15.86
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,2022,149335023,80148180,229483203,55516121,2452888,24794449,451288249,445086052,434172597,10913455,-6202197,5761266,50.85,0.54,12.3,5.49,0.42,-49.42,-6.12
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,2023,159330836,90000281,249331117,59861914,4878846,21407647,486208645,506688063,486553326,20134737,20479418,25991651,51.28,1.0,12.31,4.4,8.65,98.9,13.84
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,2024,174216885,91216439,265433324,59545382,5213586,21849260,539769835,574817579,566550855,8266724,35047744,39867571,49.18,0.97,11.03,4.05,6.46,6.86,13.45
106190587,COLLEGE MEDICAL CENTER,2020,49630845,13281555,62912400,5536069,815361,3808014,139021730,155764897,140724408,15040489,16743167,15938769,45.25,0.59,3.98,2.74,,,
106190587,COLLEGE MEDICAL CENTER,2021,48374129,13213235,61587364,6528385,976395,4796576,140741771,208625736,181714197,26911539,67883965,65982488,43.76,0.69,4.64,3.41,-2.11,19.75,33.94
106190587,COLLEGE MEDICAL CENTER,2022,54223044,15628344,69851388,6091285,1165991,8967534,151556383,161654332,159650396,2003936,10097949,13340888,46.09,0.77,4.02,5.92,13.42,19.42,-22.51
106190587,COLLEGE MEDICAL CENTER,2023,58821806,16781927,75603733,5721191,1326447,11416224,165526348,166383495,165246819,1136676,857147,1499192,45.67,0.8,3.46,6.9,8.24,13.76,2.93
106190587,COLLEGE MEDICAL CENTER,2024,68310334,18675386,86985720,6633588,1469784,5898214,178572065,189435926,187926960,1508966,10863861,13209825,48.71,0.82,3.71,3.3,15.05,10.81,13.85
106190599,KINDRED HOSPITAL - PARAMOUNT,2020,28282369,7272042,35554411,6811779,214456,947483,61064129,62721058,62425217,295841,1656929,1770797,58.22,0.35,11.16,1.55,,,
106190599,KINDRED HOSPITAL - PARAMOUNT,2021,28766401,7298712,36065113,7180290,78772,1708299,66473066,59147219,58692178,455041,-7325847,-6646312,54.26,0.12,10.8,2.57,1.44,-63.27,-5.7
106190599,KINDRED HOSPITAL - PARAMOUNT,2022,28439172,7540342,35979514,6982826,255169,3497079,67207352,70953850,70502057,451793,3746498,4218430,53.54,0.38,10.39,5.2,-0.24,223.93,19.96
106190599,KINDRED HOSPITAL - PARAMOUNT,2023,29290632,7559859,36850491,6486717,724880,3499583,68453577,69995878,69551948,443930,1542301,1031325,53.83,1.06,9.48,5.11,2.42,184.08,-1.35
106190599,KINDRED HOSPITAL - PARAMOUNT,2024,30270401,7809283,38079684,7034321,1389041,1554921,69839929,74102607,73484780,617827,4262678,4008878,54.52,1.99,10.07,2.23,3.34,91.62,5.87
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,2020,247304132,109690749,356994881,86711853,3697054,20089102,632226330,653875402,629569221,24306181,21649072,11695342,56.47,0.58,13.72,3.18,,,
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,2021,259535658,114894656,374430314,105108768,2253300,32296225,688206562,713700447,685688194,28012253,25493885,15010289,54.41,0.33,15.27,4.69,4.88,-39.05,9.15
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,2022,273643809,130563951,404207760,107817062,3600713,38274548,727047283,743578033,732640331,10937702,16530750,1013170,55.6,0.5,14.83,5.26,7.95,59.8,4.19
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,2023,295859661,129400093,425259754,110488844,4909410,26839350,761704466,797015998,757270287,39745711,35311532,26516608,55.83,0.64,14.51,3.52,5.21,36.35,7.19
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,2024,314188009,138489438,452677447,112475180,6962196,19549092,801567067,839352662,812200605,27152057,37785595,27156629,56.47,0.87,14.03,2.44,6.45,41.81,5.31
106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,2020,226200559,77613267,303813826,88499066,3863821,8628141,613598126,668275210,629479358,38795852,54677084,79147121,49.51,0.63,14.42,1.41,,,
106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,2021,261797156,89265978,351063134,109785992,2352939,15230590,737813787,731317529,699045840,32271689,-6496258,94642198,47.58,0.32,14.88,2.06,15.55,-39.1,9.43
106190631,PIH HEALTH WHITTIER HOSPITAL,2022,275535173,97149631,372684804,114381998,2904496,9814943,758585077,794548957,770332342,24216615,35963880,-93284184,49.13,0.38,15.08,1.29,6.16,23.44,8.65
106190631,PIH HEALTH WHITTIER HOSPITAL,2023,290364508,115928641,406293149,124223239,3070802,12985485,851311025,832569300,803200791,29368509,-18741725,53375219,47.73,0.36,14.59,1.53,9.02,5.73,4.79
106190631,PIH HEALTH WHITTIER HOSPITAL,2024,307117945,116108820,423226765,138470509,2989715,12226288,890460987,904559649,868608547,35951102,14098662,149730173,47.53,0.34,15.55,1.37,4.17,-2.64,8.65
106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,2020,160320969,60725325,221046294,69228887,2180094,11272576,487961066,462746834,447739620,15007214,-25214232,-3752556,45.3,0.45,14.19,2.31,,,
106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,2021,162456019,58559440,221015459,74301781,2867081,20522852,509225164,513927568,510750307,3177261,4702404,35299490,43.4,0.56,14.59,4.03,-0.01,31.51,11.06
106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,2022,175581491,57795101,233376592,77674095,2069665,23931591,518374002,517343401,497385459,19957942,-1030601,-26073143,45.02,0.4,14.98,4.62,5.59,-27.81,0.66
106190661,L.A. DOWNTOWN MEDICAL CENTER,2020,42054362,7844573,49898935,9113934,840533,834529,106192399,107375733,94769830,12605903,1183334,1313999,46.99,0.79,8.58,0.79,,,
106190661,L.A. DOWNTOWN MEDICAL CENTER,2021,45150665,8198070,53348735,9769978,1264041,2047782,107000278,123223150,108086471,15136679,16222872,16912236,49.86,1.18,9.13,1.91,6.91,50.39,14.76
106190661,L.A. DOWNTOWN MEDICAL CENTER,2022,43891532,6758363,50649895,8747481,967733,567889,116406217,115393894,113810396,1583498,-1012323,-150348,43.51,0.83,7.51,0.49,-5.06,-23.44,-6.35
106190661,L.A. DOWNTOWN MEDICAL CENTER,2023,38850922,5016339,43867261,6898787,1350475,5081128,105789208,106440202,105148721,1291481,650994,552534,41.47,1.28,6.52,4.8,-13.39,39.55,-7.76
106190661,L.A. DOWNTOWN MEDICAL CENTER,2024,18368002,6760691,25128693,15016756,1130934,3419400,123433308,147360907,146745288,615619,23927599,26983883,20.36,0.92,12.17,2.77,-42.72,-16.26,38.44
106190673,SAN DIMAS COMMUNITY HOSPITAL,2020,22312782,7251050,29563832,5769305,800000,1476092,55676024,58123437,54720364,3403073,2447413,444424,53.1,1.44,10.36,2.65,,,
106190673,SAN DIMAS COMMUNITY HOSPITAL,2021,21957139,6957506,28914645,5723194,851532,5683622,58960433,58796841,58265339,531502,-163592,897370,49.04,1.44,9.71,9.64,-2.2,6.44,1.16
106190673,SAN DIMAS COMMUNITY HOSPITAL,2022,20066735,6696776,26763511,7718913,863979,13639655,66223462,62295398,61883902,411496,-3928064,-5438000,40.41,1.3,11.66,20.6,-7.44,1.46,5.95
106190673,SAN DIMAS COMMUNITY HOSPITAL,2023,22929444,5345711,28275155,6407866,934469,8130131,63347486,67566001,67201614,364387,4218515,4506645,44.64,1.48,10.12,12.83,5.65,8.16,8.46
106190673,SAN DIMAS COMMUNITY HOSPITAL,2024,26928827,6163940,33092767,8039263,945698,7618837,71934310,70877331,69473749,1403582,-1056979,-1102548,46.0,1.31,11.18,10.59,17.04,1.2,4.9
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,2020,72336711,31123827,103460538,15801487,678125,5241068,190487945,201768534,182188483,19580051,11280589,12392032,54.31,0.36,8.3,2.75,,,
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,2021,74325987,32667432,106993419,18171936,1173562,9914280,203522892,191938053,190958491,979562,-11584839,-12844854,52.57,0.58,8.93,4.87,3.41,73.06,-4.87
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,2022,80271506,30081872,110353378,19929112,1024933,13135988,253559706,200677318,199453085,1224233,-52882388,-49664680,43.52,0.4,7.86,5.18,3.14,-12.66,4.55
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,2023,82492591,35242980,117735571,20858472,2519520,18013739,259295106,220541359,217420072,3121287,-38753747,-37662985,45.41,0.97,8.04,6.95,6.69,145.82,9.9
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,2024,85964790,37278340,123243130,21379070,1714576,10228039,239376487,211993796,210180721,1813075,-27382691,-26001469,51.49,0.72,8.93,4.27,4.68,-31.95,-3.88
106190681,DOCS SURGICAL HOSPITAL,2020,2476743,580873,3057616,4827817,38346,779879,13504617,14775289,14752274,23015,1270672,1386164,22.64,0.28,35.75,5.77,,,
106190681,DOCS SURGICAL HOSPITAL,2021,2728712,538587,3267299,6615065,55060,1230067,17291233,20554337,20514382,39955,3263104,3795378,18.9,0.32,38.26,7.11,6.86,43.59,39.11
106190681,DOCS SURGICAL HOSPITAL,2022,2519476,548616,3068092,6173621,28922,1344344,17370390,17410652,17350223,60429,40262,52402,17.66,0.17,35.54,7.74,-6.1,-47.47,-15.29
106190681,DOCS SURGICAL HOSPITAL,2023,2227470,612943,2840413,5323551,73786,1302233,15538239,14667072,14647829,19243,-871167,-871167,18.28,0.47,34.26,8.38,-7.42,155.12,-15.76
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,2020,225172990,151180617,376353607,105665492,2535651,8817860,669288672,667079160,641866578,25212582,-2209512,-240853,56.23,0.38,15.79,1.32,,,
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,2021,236321539,98858670,335180209,114128970,2995984,3469456,630442310,734034108,715097155,18936953,103591798,77474389,53.17,0.48,18.1,0.55,-10.94,18.15,10.04
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,2022,247852203,121462623,369314826,121466495,4184000,6136438,699774631,795594602,779920233,15674369,95819971,74413938,52.78,0.6,17.36,0.88,10.18,39.65,8.39
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,2023,270409432,134999305,405408737,139040073,3756000,20388608,787714852,855054389,837301573,17752816,67339537,47571061,51.47,0.48,17.65,2.59,9.77,-10.23,7.47
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,2024,294495548,110719833,405215381,145649899,4503855,10238001,804304078,893548996,870082228,23466768,89244918,64681168,50.38,0.56,18.11,1.27,-0.05,19.91,4.5
106190696,PACIFICA HOSPITAL OF THE VALLEY,2020,34185334,12567846,46753180,6328340,1116312,8420263,126477372,96457322,93223766,3233556,-30020050,-29434880,36.97,0.88,5.0,6.66,,,
106190696,PACIFICA HOSPITAL OF THE VALLEY,2021,36494323,16959461,53453784,7647562,1274225,5654032,116849622,102751776,93614069,9137707,-14097846,-13455001,45.75,1.09,6.54,4.84,14.33,14.15,6.53
106190696,PACIFICA HOSPITAL OF THE VALLEY,2022,40009635,14802439,54812074,6786212,1456673,2780917,109198549,111073837,99797693,11276144,1875288,2752036,50.19,1.33,6.21,2.55,2.54,14.32,8.1
106190696,PACIFICA HOSPITAL OF THE VALLEY,2023,42538035,15892376,58430411,6775711,1387624,3905471,110596939,100993005,94873461,6119544,-9603934,-8467617,52.83,1.25,6.13,3.53,6.6,-4.74,-9.08
106190696,PACIFICA HOSPITAL OF THE VALLEY,2024,47456308,11267918,58724226,7089699,1386507,3855416,117756017,119687634,111529382,8158252,1931617,2192131,49.87,1.18,6.02,3.27,0.5,-0.08,18.51
106190708,SHERMAN OAKS HOSPITAL,2020,36216216,12427201,48643417,8253714,827551,1667543,92731710,99557621,95409985,4147636,6825911,6825911,52.46,0.89,8.9,1.8,,,
106190708,SHERMAN OAKS HOSPITAL,2021,33739882,12492159,46232041,7355551,841512,2368719,90987955,98315876,97869313,446563,7327921,8044984,50.81,0.92,8.08,2.6,-4.96,1.69,-1.25
106190708,SHERMAN OAKS HOSPITAL,2022,34976606,11723146,46699752,7905524,854882,1879413,89708054,93707677,93281791,425886,3999623,5862304,52.06,0.95,8.81,2.1,1.01,1.59,-4.69
106190708,SHERMAN OAKS HOSPITAL,2023,41497591,9692068,51189659,8182395,1225459,1977597,96744434,101696460,100992815,703645,4952026,4877316,52.91,1.27,8.46,2.04,9.61,43.35,8.53
106190708,SHERMAN OAKS HOSPITAL,2024,43500721,10117987,53618708,9202883,1227863,1872874,103830214,113982166,112514427,1467739,10151952,10151952,51.64,1.18,8.86,1.8,4.75,0.2,12.08
106190754,ST. FRANCIS MEDICAL CENTER,2020,155936532,76342039,232278571,39467365,5144931,14929860,523080288,491250539,488410886,2839653,-31829749,-31316823,44.41,0.98,7.55,2.85,,,
106190754,ST. FRANCIS MEDICAL CENTER,2021,132440193,41579638,174019831,33495004,3798536,14222967,422351727,541185546,511986850,29198696,118833819,118833819,41.2,0.9,7.93,3.37,-25.08,-26.17,10.16
106190754,ST. FRANCIS MEDICAL CENTER,2022,134068883,37833556,171902439,37700607,2934607,37951173,377652457,466229045,459151779,7077266,88576588,70112955,45.52,0.78,9.98,10.05,-1.22,-22.74,-13.85
106190754,ST. FRANCIS MEDICAL CENTER,2023,131928209,27515016,159443225,35524871,3292724,10206212,343966373,450356881,444288851,6068030,106390508,86942082,46.35,0.96,10.33,2.97,-7.25,12.2,-3.4
106190754,ST. FRANCIS MEDICAL CENTER,2024,143890004,36573969,180463973,37120091,4795966,12359378,384576223,493562148,488327677,5234471,108985925,107368386,46.93,1.25,9.65,3.21,13.18,45.65,9.59
106190756,PROVIDENCE ST. JOHN'S HEALTH CENTER,2020,111917213,45989941,157907154,75570387,1582473,18316799,417347384,386291674,355596669,30695005,-31055710,-15425235,37.84,0.38,18.11,4.39,,,
106190756,PROVIDENCE ST. JOHN'S HEALTH CENTER,2021,121245675,48428409,169674084,84898364,5063635,25488393,456688981,405008088,400996368,4011720,-51680893,-23990124,37.15,1.11,18.59,5.58,7.45,219.98,4.85
106190756,PROVIDENCE ST. JOHN'S HEALTH CENTER,2022,122376755,45990192,168366947,90528125,2356046,50502607,576988964,429210871,423599304,5611567,-147778093,-135024691,29.18,0.41,15.69,8.75,-0.77,-53.47,5.98
106190756,PROVIDENCE ST. JOHN'S HEALTH CENTER,2023,134929745,52246279,187176024,97869431,4785087,32922173,555620765,446382158,437801558,8580600,-109238607,-100089603,33.69,0.86,17.61,5.93,11.17,103.1,4.0
106190756,PROVIDENCE ST. JOHN'S HEALTH CENTER,2024,144552980,54776217,199329197,103376723,4268389,14344402,538756596,468775013,464193612,4581401,-69981583,-49738368,37.0,0.79,19.19,2.66,6.49,-10.8,5.02
106190758,PROVIDENCE ST. JOSEPH MEDICAL CENTER,2020,141561489,62640197,204201686,66823761,1415370,8930249,442577497,508864592,453940942,54923650,66287095,71771975,46.14,0.32,15.1,2.02,,,
106190758,PROVIDENCE ST. JOSEPH MEDICAL CENTER,2021,139054868,61309814,200364682,67894342,2440702,17844810,436186469,458518407,454894822,3623585,22331938,24825642,45.94,0.56,15.57,4.09,-1.88,72.44,-9.89
106190758,PROVIDENCE ST. JOSEPH MEDICAL CENTER,2022,146672859,62271811,208944670,73533487,1724068,36840458,570141194,463367644,459438202,3929442,-106773550,-124698781,36.65,0.3,12.9,6.46,4.28,-29.36,1.06
106190758,PROVIDENCE ST. JOSEPH MEDICAL CENTER,2023,162941748,71793769,234735517,78301472,2703598,19189185,577736658,538056815,528248266,9808549,-39679843,-41411673,40.63,0.47,13.55,3.32,12.34,56.82,16.12
106190758,PROVIDENCE ST. JOSEPH MEDICAL CENTER,2024,182188257,80644651,262832908,81032632,2063514,11798477,561847020,584127679,577338757,6788922,22280659,30737344,46.78,0.37,14.42,2.1,11.97,-23.68,8.56
106190766,COAST PLAZA HOSPITAL,2020,19796579,6240641,26037220,5476353,112787,1117802,53755298,54177735,46593886,7583849,422437,422437,48.44,0.21,10.19,2.08,,,
106190766,COAST PLAZA HOSPITAL,2021,17967423,6166987,24134410,5194481,162625,1315076,52268122,46767781,41644967,5122814,-5500341,-6260187,46.17,0.31,9.94,2.52,-7.31,44.19,-13.68
106190766,COAST PLAZA HOSPITAL,2022,18454501,5913690,24368191,4958454,372426,2349508,54977281,41665970,40993915,672055,-13311311,-13934576,44.32,0.68,9.02,4.27,0.97,129.01,-10.91
106190766,COAST PLAZA HOSPITAL,2023,19585347,6008688,25594035,5221766,298571,5187557,60607040,47267751,46792314,475437,-13339289,-9883804,42.23,0.49,8.62,8.56,5.03,-19.83,13.44
106190766,COAST PLAZA HOSPITAL,2024,23271202,6368064,29639266,4730474,414921,2818446,64476801,50778198,50590977,187221,-13698603,-13149064,45.97,0.64,7.34,4.37,15.81,38.97,7.43
106190782,TARZANA TREATMENT CENTER,2020,5562491,898191,6460682,641181,30965,926207,11707122,10529512,10529512,0,-1177610,3973529,55.19,0.26,5.48,7.91,,,
106190782,TARZANA TREATMENT CENTER,2021,6699179,1072539,7771718,790190,46176,860043,12771475,12199783,12199783,0,-571692,4380063,60.85,0.36,6.19,6.73,20.29,49.12,15.86
106190782,TARZANA TREATMENT CENTER,2022,10159199,1706745,11865944,1429659,67930,1496584,18110769,12555228,12555228,0,-5555541,2353208,65.52,0.38,7.89,8.26,52.68,47.11,2.91
106190782,TARZANA TREATMENT CENTER,2023,7771775,1305656,9077431,492927,69520,2359757,17696002,11819918,11819918,0,-5876084,6092146,51.3,0.39,2.79,13.33,-23.5,2.34,-5.86
106190782,TARZANA TREATMENT CENTER,2024,7770677,1305473,9076150,1032164,10850,3490817,16449053,16176632,16176632,0,-272421,37593394,55.18,0.07,6.27,21.22,-0.01,-84.39,36.86
106190796,RONALD REAGAN UCLA MEDICAL CENTER,2020,796661973,551531432,1348193405,412963193,14558480,48485400,2321624713,2436822886,2083131124,353691762,115198173,127999624,58.07,0.63,17.79,2.09,,,
106190796,RONALD REAGAN UCLA MEDICAL CENTER,2021,838908166,374521623,1213429789,473115165,15806200,35439351,2209334661,2474855466,2207684949,267170517,265520805,345100874,54.92,0.72,21.41,1.6,-10.0,8.57,1.56
106190796,RONALD REAGAN UCLA MEDICAL CENTER,2022,880275283,468063727,1348339010,532520291,20923000,48387245,2582615316,2602988082,2304516015,298472067,20372766,-44012953,52.21,0.81,20.62,1.87,11.12,32.37,5.18
106190796,RONALD REAGAN UCLA MEDICAL CENTER,2023,978026687,514951554,1492978241,591655818,24809500,72978413,2752517029,2973136826,2624946700,348190126,220619797,303667992,54.24,0.9,21.5,2.65,10.73,18.58,14.22
106190796,RONALD REAGAN UCLA MEDICAL CENTER,2024,1022742605,453454375,1476196980,684534799,27033749,56043164,2864257743,3371707786,2871058374,500649412,507450043,674050350,51.54,0.94,23.9,1.96,-1.12,8.97,13.41
106190812,VALLEY PRESBYTERIAN HOSPITAL,2020,116360049,48747054,165107103,41115090,1415831,14961370,391759897,380169093,355280390,24888703,-11590804,13242129,42.14,0.36,10.49,3.82,,,
